"Section","Section.name","SIC2dg1","Division.name","Group","Group.name","Class","Class.name","SectionAbb"
"P","Education",85,"Education",855,"Other education",8559,"Other education n.e.c.","Education"
"P","Education",85,"Education",856,"Educational support activities",8560,"Educational support activities","Education"
"Q","Human health and social work activities",86,"Human health activities",861,"Hospital activities",8610,"Hospital activities","Health"
"Q","Human health and social work activities",86,"Human health activities",862,"Medical and dental practice activities",8621,"General medical practice activities","Health"
"Q","Human health and social work activities",86,"Human health activities",862,"Medical and dental practice activities",8622,"Specialist medical practice activities","Health"
"Q","Human health and social work activities",86,"Human health activities",862,"Medical and dental practice activities",8623,"Dental practice activities","Health"
"Q","Human health and social work activities",86,"Human health activities",869,"Other human health activities",8690,"Other human health activities","Health"
"Q","Human health and social work activities",87,"Residential care activities",871,"Residential nursing care activities",8710,"Residential nursing care activities","Health"
"Q","Human health and social work activities",87,"Residential care activities",872,"Residential care activities for learning disabilities, mental health and substance abuse",8720,"Residential care activities for learning disabilities, mental health and substance abuse","Health"
"Q","Human health and social work activities",87,"Residential care activities",873,"Residential care activities for the elderly and disabled",8730,"Residential care activities for the elderly and disabled","Health"
"Q","Human health and social work activities",87,"Residential care activities",879,"Other residential care activities",8790,"Other residential care activities","Health"
"Q","Human health and social work activities",88,"Social work activities without accommodation",881,"Social work activities without accommodation for the elderly and disabled",8810,"Social work activities without accommodation for the elderly and disabled","Health"
"Q","Human health and social work activities",88,"Social work activities without accommodation",889,"Other social work activities without accommodation",8891,"Child day-care activities","Health"
"Q","Human health and social work activities",88,"Social work activities without accommodation",889,"Other social work activities without accommodation",8899,"Other social work activities without accommodation n.e.c.","Health"
"R","Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9001,"Performing arts","Arts"
"R","Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9002,"Support activities to performing arts","Arts"
"R","Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9003,"Artistic creation","Arts"
"R","Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9004,"Operation of arts facilities","Arts"
"R","Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9101,"Library and archive activities","Arts"
"R","Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9102,"Museum activities","Arts"
"R","Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9103,"Operation of historical sites and buildings and similar visitor attractions","Arts"
"R","Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9104,"Botanical and zoological gardens and nature reserve activities","Arts"
"R","Arts, entertainment and recreation",92,"Gambling and betting activities",920,"Gambling and betting activities",9200,"Gambling and betting activities","Arts"
"R","Arts, entertainment and recreation",93,"Sports activities and amusement and recreation activities",931,"Sports activities",9311,"Operation of sports facilities","Arts"
"R","Arts, entertainment and recreation",93,"Sports activities and amusement and recreation activities",931,"Sports activities",9312,"Activities of sport clubs","Arts"
"R","Arts, entertainment and recreation",93,"Sports activities and amusement and recreation activities",931,"Sports activities",9313,"Fitness facilities","Arts"
"R","Arts, entertainment and recreation",93,"Sports activities and amusement and recreation activities",931,"Sports activities",9319,"Other sports activities","Arts"
"R","Arts, entertainment and recreation",93,"Sports activities and amusement and recreation activities",932,"Amusement and recreation activities",9321,"Activities of amusement parks and theme parks","Arts"
"R","Arts, entertainment and recreation",93,"Sports activities and amusement and recreation activities",932,"Amusement and recreation activities",9329,"Other amusement and recreation activities","Arts"
"S","Other service activities",94,"Activities of membership organisations",941,"Activities of business, employers and professional membership organisations",9411,"Activities of business and employers membership organisations","Service"
"S","Other service activities",94,"Activities of membership organisations",941,"Activities of business, employers and professional membership organisations",9412,"Activities of professional membership organisations","Service"
"S","Other service activities",94,"Activities of membership organisations",942,"Activities of trade unions",9420,"Activities of trade unions","Service"
"S","Other service activities",94,"Activities of membership organisations",949,"Activities of other membership organisations",9491,"Activities of religious organisations","Service"
"S","Other service activities",94,"Activities of membership organisations",949,"Activities of other membership organisations",9492,"Activities of political organisations","Service"
"S","Other service activities",94,"Activities of membership organisations",949,"Activities of other membership organisations",9499,"Activities of other membership organisations n.e.c.","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",951,"Repair of computers and communication equipment",9511,"Repair of computers and peripheral equipment","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",951,"Repair of computers and communication equipment",9512,"Repair of communication equipment","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",952,"Repair of personal and household goods",9521,"Repair of consumer electronics","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",952,"Repair of personal and household goods",9522,"Repair of household appliances and home and garden equipment","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",952,"Repair of personal and household goods",9523,"Repair of footwear and leather goods","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",952,"Repair of personal and household goods",9524,"Repair of furniture and home furnishings","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",952,"Repair of personal and household goods",9525,"Repair of watches, clocks and jewellery","Service"
"S","Other service activities",95,"Repair of computers and personal and household goods",952,"Repair of personal and household goods",9529,"Repair of other personal and household goods","Service"
"S","Other service activities",96,"Other personal service activities",960,"Other personal service activities",9601,"Washing and (dry-)cleaning of textile and fur products","Service"
"S","Other service activities",96,"Other personal service activities",960,"Other personal service activities",9602,"Hairdressing and other beauty treatment","Service"
"S","Other service activities",96,"Other personal service activities",960,"Other personal service activities",9603,"Funeral and related activities","Service"
"S","Other service activities",96,"Other personal service activities",960,"Other personal service activities",9604,"Physical well-being activities","Service"
"S","Other service activities",96,"Other personal service activities",960,"Other personal service activities",9609,"Other personal service activities n.e.c.","Service"
"T","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",97,"Activities of households as employers of domestic personnel",970,"Activities of households as employers of domestic personnel",9700,"Activities of households as employers of domestic personnel","Home"
"T","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",98,"Undifferentiated goods- and services-producing activities of private households for own use",981,"Undifferentiated goods-producing activities of private households for own use",9810,"Undifferentiated goods-producing activities of private households for own use","Home"
"T","Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use",98,"Undifferentiated goods- and services-producing activities of private households for own use",982,"Undifferentiated service-producing activities of private households for own use",9820,"Undifferentiated service-producing activities of private households for own use","Home"
"U","Activities of extraterritorial organisations and bodies",99,"Activities of extraterritorial organisations and bodies",990,"Activities of extraterritorial organisations and bodies",9900,"Activities of extraterritorial organisations and bodies","Extraterritorial"
"J","Information and communication",58,"Publishing activities",581,"Publishing of books, periodicals and other publishing activities",5811,"Book publishing","ICT"
"J","Information and communication",58,"Publishing activities",581,"Publishing of books, periodicals and other publishing activities",5812,"Publishing of directories and mailing lists","ICT"
"J","Information and communication",58,"Publishing activities",581,"Publishing of books, periodicals and other publishing activities",5813,"Publishing of newspapers","ICT"
"J","Information and communication",58,"Publishing activities",581,"Publishing of books, periodicals and other publishing activities",5814,"Publishing of journals and periodicals","ICT"
"J","Information and communication",58,"Publishing activities",581,"Publishing of books, periodicals and other publishing activities",5819,"Other publishing activities","ICT"
"J","Information and communication",58,"Publishing activities",582,"Software publishing",5821,"Publishing of computer games","ICT"
"J","Information and communication",58,"Publishing activities",582,"Software publishing",5829,"Other software publishing","ICT"
"J","Information and communication",59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5911,"Motion picture, video and television programme production activities","ICT"
"J","Information and communication",59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5912,"Motion picture, video and television programme post-production activities","ICT"
"J","Information and communication",59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5913,"Motion picture, video and television programme distribution activities","ICT"
"J","Information and communication",59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5914,"Motion picture projection activities","ICT"
"J","Information and communication",59,"Motion picture, video and television programme production, sound recording and music publishing activities",592,"Sound recording and music publishing activities",5920,"Sound recording and music publishing activities","ICT"
"J","Information and communication",60,"Programming and broadcasting activities",601,"Radio broadcasting",6010,"Radio broadcasting","ICT"
"J","Information and communication",60,"Programming and broadcasting activities",602,"Television programming and broadcasting activities",6020,"Television programming and broadcasting activities","ICT"
"J","Information and communication",61,"Telecommunications",611,"Wired telecommunications activities",6110,"Wired telecommunications activities","ICT"
"J","Information and communication",61,"Telecommunications",612,"Wireless telecommunications activities",6120,"Wireless telecommunications activities","ICT"
"J","Information and communication",61,"Telecommunications",613,"Satellite telecommunications activities",6130,"Satellite telecommunications activities","ICT"
"J","Information and communication",61,"Telecommunications",619,"Other telecommunications activities",6190,"Other telecommunications activities","ICT"
"J","Information and communication",62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6201,"Computer programming activities","ICT"
"J","Information and communication",62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6202,"Computer consultancy activities","ICT"
"J","Information and communication",62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6203,"Computer facilities management activities","ICT"
"J","Information and communication",62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6209,"Other information technology and computer service activities","ICT"
"J","Information and communication",63,"Information service activities",631,"Data processing, hosting and related activities; web portals",6311,"Data processing, hosting and related activities","ICT"
"J","Information and communication",63,"Information service activities",631,"Data processing, hosting and related activities; web portals",6312,"Web portals","ICT"
"J","Information and communication",63,"Information service activities",639,"Other information service activities",6391,"News agency activities","ICT"
"J","Information and communication",63,"Information service activities",639,"Other information service activities",6399,"Other information service activities n.e.c.","ICT"
